,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
6305,32.946372,-96.629317,https://www.realtor.com/realestateandhomes-detail/106-Willowcrest-Dr_Garland_TX_75040_M85326-08571,Garland,TX,75040.0,Active,Single Family Home,nan,299000.0,3.0,3.0,0.0,1833.0,0.3,65.0,1981.0,284288.4728440326,14711.527155967371
6306,32.833447,-96.771683,https://www.realtor.com/realestateandhomes-detail/4800-Northway-Dr-Apt-5A_Dallas_TX_75206_M77377-89087,Dallas,TX,75206.0,Pending,Condo/Townhome/Row Home/Co-Op,nan,209000.0,2.0,2.0,1.0,1123.0,3.47,30.0,1981.0,241671.9740545422,-32671.974054542196
6307,32.82131,-96.755342,https://www.realtor.com/realestateandhomes-detail/6315-Velasco-Ave_Dallas_TX_75214_M75386-49520,Dallas,TX,75214.0,Active,Single Family Home,"Mediterranean,Traditional",875000.0,4.0,3.0,1.0,3656.0,0.17199265381083562,65.0,2005.0,695957.5136428575,179042.48635714245
6308,32.897568,-96.80523199999999,https://www.realtor.com/realestateandhomes-detail/5949-Burgundy-Rd_Dallas_TX_75230_M89525-43866,Dallas,TX,75230.0,Pending,Single Family Home,Traditional,1799500.0,5.0,4.0,1.0,4788.0,0.43,30.0,2002.0,1166302.7602824238,633197.2397175762
6309,32.811786,-96.768055,https://www.realtor.com/realestateandhomes-detail/1720-Lewis-Ct_Dallas_TX_75206_M82597-02434,Dallas,TX,75206.0,Active,Condo/Townhome/Row Home/Co-Op,English,449900.0,3.0,3.0,1.0,1815.0,0.039003673094582185,65.0,2008.0,538695.4222121929,-88795.4222121929
6310,32.70254,-96.879722,https://www.realtor.com/realestateandhomes-detail/3425-Kiesthill-Dr_Dallas_TX_75233_M72636-28087,Dallas,TX,75233.0,Pending,Single Family Home,Traditional,284900.0,4.0,2.0,1.0,2284.0,0.25,30.0,1967.0,247673.55673290067,37226.44326709933
6311,32.579117,-96.857709,https://www.realtor.com/realestateandhomes-detail/113-Brighton-Dr_Desoto_TX_75115_M82187-15061,Desoto,TX,75115.0,Active,Single Family Home,nan,349990.0,5.0,4.0,0.0,3430.0,0.20300734618916438,44.0,2019.0,281784.18643115734,68205.81356884266
6312,32.974391,-96.661803,https://www.realtor.com/realestateandhomes-detail/6511-Wildlife-Trl_Garland_TX_75044_M70650-83368,Garland,TX,75044.0,Active Option Contract,Condo/Townhome/Row Home/Co-Op,Traditional,265000.0,2.0,2.0,1.0,1661.0,0.07199265381083562,30.0,2011.0,338483.4425292241,-73483.44252922409
6313,32.81902,-96.685324,https://www.realtor.com/realestateandhomes-detail/1716-Mapleton-Dr_Dallas_TX_75228_M85414-11467,Dallas,TX,75228.0,Pending,Single Family Home,Ranch,324900.0,3.0,2.0,0.0,1974.0,0.34,30.0,1961.0,273495.464780409,51404.535219590995
6314,32.685728999999995,-96.797653,https://www.realtor.com/realestateandhomes-detail/4927-Ramona-Ave_Dallas_TX_75216_M78173-96141,Dallas,TX,75216.0,Pending,Single Family Home,nan,124900.0,3.0,2.0,0.0,1192.0,0.26,30.0,1946.0,222384.830552853,-97484.830552853
6315,32.856257,-96.846052,https://www.realtor.com/realestateandhomes-detail/8615-Glencrest-Ln_Dallas_TX_75209_M79603-05436,Dallas,TX,75209.0,Active Option Contract,Single Family Home,Traditional,984900.0,4.0,3.0,1.0,4524.0,0.22899449035812672,30.0,2007.0,856525.1974011983,128374.80259880167
6316,32.801603,-96.807683,https://www.realtor.com/realestateandhomes-detail/2706-Turtle-Creek-Cir_Dallas_TX_75219_M81234-45583,Dallas,TX,75219.0,Active,Single Family Home,"Contemporary,Modern",4220000.0,3.0,3.0,0.0,3037.0,0.23,44.0,1997.0,567919.0080377867,3652080.991962213
6317,32.707057,-96.681399,https://www.realtor.com/realestateandhomes-detail/8142-Goldfield-Dr_Dallas_TX_75217_M81077-99481,Dallas,TX,75217.0,Pending,Single Family Home,nan,125000.0,3.0,2.0,0.0,864.0,0.23,30.0,1955.0,199977.39523125452,-74977.39523125452
6318,32.857668,-96.683396,https://www.realtor.com/realestateandhomes-detail/11915-Jupiter-Rd_Dallas_TX_75218_M76907-56319,Dallas,TX,75218.0,Pending,Single Family Home,Traditional,350000.0,3.0,2.0,0.0,1770.0,0.18399908172635446,30.0,1959.0,260563.37918550498,89436.62081449502
6319,32.665781,-96.600581,https://www.realtor.com/realestateandhomes-detail/2216-Royal-Oaks-Dr_Dallas_TX_75253_M85982-67981,Dallas,TX,75253.0,Pending,Single Family Home,Traditional,215000.0,3.0,2.0,0.0,1538.0,0.23,30.0,2019.0,366764.0901832655,-151764.0901832655
6320,32.80423,-96.783314,https://www.realtor.com/realestateandhomes-detail/1918-Ashby-St-D3_Dallas_TX_75204_M88360-12130,Dallas,TX,75204.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern,Traditional",435000.0,2.0,2.0,1.0,1917.0,0.4,64.0,2018.0,547231.2117480933,-112231.21174809325
6323,32.733375,-96.809983,https://www.realtor.com/realestateandhomes-detail/1262-Harlandale-Ave_Dallas_TX_75216_M76230-71401,Dallas,TX,75216.0,Active,Single Family Home,Craftsman,239900.0,3.0,2.0,0.0,2129.0,0.31,55.0,1952.0,388183.03036411584,-148283.03036411584
6324,32.713359999999994,-96.806201,https://www.realtor.com/realestateandhomes-detail/2741-S-Denley-Dr_Dallas_TX_75216_M80758-35452,Dallas,TX,75216.0,Active,Single Family Home,"Ranch,Traditional",249900.0,4.0,3.0,0.0,2740.0,0.26,57.0,2017.0,274974.61531563464,-25074.61531563464
6325,32.697431,-96.858687,https://www.realtor.com/realestateandhomes-detail/2437-Crow-Creek-Dr_Dallas_TX_75233_M88267-52873,Dallas,TX,75233.0,Active Option Contract,Single Family Home,Traditional,364000.0,6.0,4.0,0.0,4284.0,0.45,26.0,2007.0,530125.8271051581,-166125.82710515813
6326,32.797196,-96.809394,https://www.realtor.com/realestateandhomes-detail/2201-Wolf-St-Apt-6202_Dallas_TX_75201_M85255-51338,Dallas,TX,75201.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,334900.0,2.0,2.0,0.0,1475.0,3.63,57.0,1995.0,354775.3913218181,-19875.39132181811
6327,32.679869000000004,-96.834355,https://www.realtor.com/realestateandhomes-detail/5412-Longleaf-Ln_Dallas_TX_75232_M72137-66468,Dallas,TX,75232.0,Active,Single Family Home,Traditional,265000.0,4.0,2.0,0.0,2158.0,0.27,56.0,1962.0,199012.83498800977,65987.16501199023
6328,32.689303,-96.653246,https://www.realtor.com/realestateandhomes-detail/1329-Thorne-St_Dallas_TX_75217_M81292-27337,Dallas,TX,75217.0,Active,Single Family Home,Traditional,255000.0,5.0,2.0,1.0,2700.0,0.19499540863177225,55.0,2017.0,104394.13804690039,150605.8619530996
6329,32.623831,-96.914198,https://www.realtor.com/realestateandhomes-detail/322-Linkview-Dr_Duncanville_TX_75137_M74730-44831,Duncanville,TX,75137.0,Active,Single Family Home,nan,185900.0,4.0,2.0,0.0,1496.0,0.24,55.0,1971.0,180255.85139158904,5644.148608410964
6330,32.897089,-96.83624499999999,https://www.realtor.com/realestateandhomes-detail/4236-Bobbitt-Dr_Dallas_TX_75229_M80253-43249,Dallas,TX,75229.0,Active,Single Family Home,Traditional,1550000.0,5.0,5.0,1.0,5820.0,0.38,55.0,2007.0,1908451.1025207115,-358451.1025207115
6331,32.863204,-96.688,https://www.realtor.com/realestateandhomes-detail/12318-Brookmeadow-Ln_Dallas_TX_75218_M80036-50619,Dallas,TX,75218.0,Active,Single Family Home,nan,515000.0,4.0,3.0,1.0,2332.0,0.176010101010101,56.0,1964.0,565743.043278063,-50743.04327806295
6332,32.852727,-96.798374,https://www.realtor.com/realestateandhomes-detail/3901-Stanford-Ave_Dallas_TX_75225_M88104-71571,University Park,TX,75225.0,Active,Single Family Home,Traditional,2295000.0,5.0,6.0,0.0,5189.0,0.16099632690541782,56.0,2018.0,1371256.150494559,923743.849505441
6333,32.837418,-96.769501,https://www.realtor.com/realestateandhomes-detail/5132-Amesbury-Dr-Apt-205_Dallas_TX_75206_M83946-71545,Dallas,TX,75206.0,Active,Condo/Townhome/Row Home/Co-Op,nan,165000.0,2.0,2.0,0.0,972.0,3.66,55.0,1970.0,290119.04206613265,-125119.04206613265
6334,32.809238,-96.987718,https://www.realtor.com/realestateandhomes-detail/3123-Luzon-Rd_Irving_TX_75060_M88972-72695,Irving,TX,75060.0,Pending,Single Family Home,Traditional,195000.0,3.0,2.0,0.0,1358.0,0.5,26.0,1955.0,258891.67390997094,-63891.67390997094
6335,32.972027000000004,-96.671506,https://www.realtor.com/realestateandhomes-detail/2810-Big-Springs-Rd_Garland_TX_75044_M81025-63357,Garland,TX,75044.0,Active Option Contract,Single Family Home,Traditional,245000.0,3.0,2.0,0.0,1735.0,0.19699265381083564,26.0,1980.0,319693.41925286857,-74693.41925286857
6336,32.829024,-96.69733000000001,https://www.realtor.com/realestateandhomes-detail/1450-N-Buckner-Blvd_Dallas_TX_75218_M84706-62518,Dallas,TX,75218.0,Active Contingent,Single Family Home,Traditional,495000.0,3.0,2.0,0.0,2761.0,0.86,25.0,1949.0,446550.47826170025,48449.52173829975
6338,32.918198,-96.949149,https://www.realtor.com/realestateandhomes-detail/411-Poplar-Ln-E_Irving_TX_75063_M82656-11424,Irving,TX,75063.0,Pending,Single Family Home,"Contemporary,Modern,Traditional",350000.0,3.0,2.0,1.0,2340.0,0.1179981634527089,26.0,2001.0,233235.80485828454,116764.19514171546
6339,32.812506,-96.768745,https://www.realtor.com/realestateandhomes-detail/1809-Matilda-St_Dallas_TX_75206_M83795-77493,Dallas,TX,75206.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern,Traditional",509000.0,3.0,2.0,1.0,2008.0,0.032988980716253447,57.0,2006.0,519743.5329633533,-10743.532963353326
6341,32.725445,-96.851255,https://www.realtor.com/realestateandhomes-detail/1903-Newport-Ave_Dallas_TX_75224_M70618-83573,Dallas,TX,75224.0,Active,Single Family Home,nan,267500.0,3.0,1.0,1.0,1262.0,0.16999540863177226,55.0,1951.0,195576.99897295685,71923.00102704315
6343,32.943220000000004,-96.733047,https://www.realtor.com/realestateandhomes-detail/531-Matthew-Pl_Richardson_TX_75081_M78413-80857,Richardson,TX,75081.0,Pending,Condo/Townhome/Row Home/Co-Op,nan,250000.0,2.0,2.0,1.0,1353.0,0.035009182736455466,26.0,2012.0,267204.3315299142,-17204.331529914227
6345,32.969193,-96.981121,https://www.realtor.com/realestateandhomes-detail/489-Sandy-Knoll-Dr_Coppell_TX_75019_M73827-48229,Coppell,TX,75019.0,Pending,Single Family Home,Traditional,334900.0,3.0,2.0,1.0,1736.0,0.15798898071625345,26.0,1991.0,245557.72927760013,89342.27072239987
6348,32.926712,-96.535892,https://www.realtor.com/realestateandhomes-detail/7013-Willow-Wood-St_Rowlett_TX_75089_M82984-04870,Rowlett,TX,75089.0,Active,Single Family Home,Traditional,392501.0,4.0,3.0,1.0,3406.0,0.1429981634527089,56.0,2019.0,472954.5319282119,-80453.53192821192
6349,32.889329,-96.830084,https://www.realtor.com/realestateandhomes-detail/4562-Isabella-Ln_Dallas_TX_75229_M79976-23807,Dallas,TX,75229.0,Active,Single Family Home,nan,6499000.0,7.0,7.0,1.0,11083.0,1.21,44.0,2005.0,4414028.917012727,2084971.082987273
6350,32.805443,-96.815033,https://www.realtor.com/realestateandhomes-detail/4040-Avondale-Ave-Apt-103_Dallas_TX_75219_M80807-42021?ex=TX642253967,Dallas,TX,75219.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",275000.0,2.0,2.0,0.0,1262.0,1.45,44.0,1985.0,422672.005085342,-147672.00508534198
6351,32.883952,-96.787775,https://www.realtor.com/realestateandhomes-detail/6814-Lakehurst-Ave_Dallas_TX_75230_M86918-68598,Dallas,TX,75230.0,Active,Single Family Home,Ranch,850000.0,3.0,1.0,1.0,1412.0,0.34,55.0,1950.0,235736.87793222812,614263.1220677719
6352,32.729516,-96.873257,https://www.realtor.com/realestateandhomes-detail/3206-Sharon-St_Dallas_TX_75211_M79968-11539,Dallas,TX,75211.0,Active,Single Family Home,Traditional,210000.0,4.0,3.0,0.0,1400.0,0.175,43.0,1943.0,248622.81129617104,-38622.81129617104
6353,32.751397999999995,-96.588173,https://www.realtor.com/realestateandhomes-detail/1212-Greenway-Dr_Mesquite_TX_75149_M85813-88376,Mesquite,TX,75149.0,Pending,Single Family Home,nan,170000.0,4.0,2.0,0.0,1209.0,0.16900826446280992,31.0,1966.0,152953.375810664,17046.624189336
6354,32.573097,-96.846747,https://www.realtor.com/realestateandhomes-detail/524-E-Jay-Ct_Desoto_TX_75115_M74340-76027,Desoto,TX,75115.0,Pending,Single Family Home,nan,167500.0,3.0,2.0,0.0,1366.0,0.20199724517906337,44.0,1983.0,292965.65438321163,-125465.65438321163
6355,32.833389000000004,-96.793892,https://www.realtor.com/realestateandhomes-detail/4225-McKinney-Ave-Apt-8_Dallas_TX_75205_M71697-82781,Dallas,TX,75205.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",365000.0,2.0,2.0,1.0,1806.0,0.65,44.0,2003.0,662504.393189804,-297504.39318980405
6356,32.900733,-96.742727,https://www.realtor.com/realestateandhomes-detail/9227-Whitehurst-Dr_Dallas_TX_75243_M87395-60261,Dallas,TX,75243.0,Active,Single Family Home,Traditional,437000.0,3.0,3.0,0.0,2710.0,0.223989898989899,44.0,1980.0,358444.9140893552,78555.08591064479
6357,32.966799,-96.62803,https://www.realtor.com/realestateandhomes-detail/5710-Firecrest-Dr_Garland_TX_75044_M86894-70279,Garland,TX,75044.0,Active,Single Family Home,Traditional,399900.0,4.0,2.0,1.0,3742.0,0.18500918273645547,43.0,1988.0,575693.0285126792,-175793.02851267916
6358,32.787469,-96.703773,https://www.realtor.com/realestateandhomes-detail/5625-Hillcroft-St_Dallas_TX_75227_M77941-54268,Dallas,TX,75227.0,Active,Single Family Home,"Ranch,Traditional",314900.0,5.0,3.0,0.0,2545.0,0.2,43.0,1965.0,252897.88712709778,62002.11287290222
6359,32.819336,-96.826315,https://www.realtor.com/realestateandhomes-detail/5107-Bradford-Dr_Dallas_TX_75235_M87968-45015,Dallas,TX,75235.0,Active,Single Family Home,Traditional,349900.0,3.0,2.0,0.0,1825.0,0.175,43.0,1935.0,371349.3117071635,-21449.31170716352
6361,32.961008,-96.994716,https://www.realtor.com/realestateandhomes-detail/118-Blackburn-Dr_Coppell_TX_75019_M82441-57887,Coppell,TX,75019.0,Active,Single Family Home,Traditional,825000.0,4.0,3.0,1.0,3719.0,0.1,44.0,2013.0,577079.4818589158,247920.51814108423
6364,32.795362,-96.799237,https://www.realtor.com/realestateandhomes-detail/2309-Boll-St_Dallas_TX_75204_M89643-71690,Dallas,TX,75204.0,Active,Single Family Home,Victorian,999000.0,3.0,3.0,1.0,3379.0,0.07100550964187329,43.0,1996.0,669546.4908088887,329453.5091911113
6365,32.835495,-96.700658,https://www.realtor.com/realestateandhomes-detail/9628-Galway-Dr_Dallas_TX_75218_M70867-80371,Dallas,TX,75218.0,Active,Single Family Home,Traditional,429900.0,3.0,2.0,0.0,1950.0,0.51,65.0,1995.0,323648.5990696893,106251.40093031072
6366,32.9657,-96.82495300000001,https://www.realtor.com/realestateandhomes-detail/5005-Meridian-Ln-1103_Addison_TX_75001_M87450-86073,Addison,TX,75001.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",425000.0,2.0,2.0,1.0,1966.0,1.53,44.0,2013.0,630251.5756445167,-205251.57564451674
6368,32.744455,-96.75755799999999,https://www.realtor.com/realestateandhomes-detail/225-Anderson-St-St_Dallas_TX_75215_M82199-44837,Dallas,TX,75215.0,Active,Single Family Home,nan,159900.0,3.0,2.0,1.0,1250.0,0.09800275482093664,44.0,2019.0,230503.8361639968,-70603.8361639968
6370,32.862691,-96.841435,https://www.realtor.com/realestateandhomes-detail/9103-Cochran-Bluff-Ln_Dallas_TX_75220_M72105-51694,Dallas,TX,75220.0,Active,Single Family Home,Traditional,749500.0,4.0,3.0,0.0,4008.0,0.13298898071625345,55.0,2009.0,410412.82743034686,339087.17256965314
6371,32.879704,-96.744301,https://www.realtor.com/realestateandhomes-detail/7522-Holly-Hill-Dr-Apt-29_Dallas_TX_75231_M86386-91167,Dallas,TX,75231.0,Active,Condo/Townhome/Row Home/Co-Op,nan,134000.0,2.0,2.0,1.0,1168.0,5.66,40.0,1979.0,362266.2684181959,-228266.2684181959
6372,32.862646000000005,-96.785993,https://www.realtor.com/realestateandhomes-detail/3312-Centenary-Ave_Dallas_TX_75225_M73192-63510,University Park,TX,75225.0,Active,Single Family Home,nan,2395000.0,5.0,6.0,2.0,6050.0,0.24,40.0,2005.0,2799177.2049515704,-404177.20495157037
6373,32.873608000000004,-96.835588,https://www.realtor.com/realestateandhomes-detail/4300-Park-Ln_Dallas_TX_75220_M84623-60956,Dallas,TX,75220.0,Active,Single Family Home,Traditional,2595000.0,5.0,5.0,3.0,5616.0,1.07,40.0,1991.0,3069738.277345474,-474738.2773454739
6374,32.946756,-96.893692,https://www.realtor.com/realestateandhomes-detail/1808-Brake-Dr_Carrollton_TX_75006_M70053-02316,Carrollton,TX,75006.0,Active,Single Family Home,nan,210000.0,3.0,2.0,0.0,1350.0,0.18999081726354453,41.0,1957.0,304621.27910457796,-94621.27910457796
6375,32.81668,-96.674871,https://www.realtor.com/realestateandhomes-detail/2410-Inadale-Ave_Dallas_TX_75228_M88068-28956,Dallas,TX,75228.0,Active,Single Family Home,Traditional,199000.0,3.0,1.0,1.0,1261.0,0.23,40.0,1957.0,174706.8631193723,24293.136880627688
6376,32.859986,-96.952324,https://www.realtor.com/realestateandhomes-detail/4567-N-O-Connor-Rd-W2310_Irving_TX_75062_M86635-72130,Irving,TX,75062.0,Pending,Condo/Townhome/Row Home/Co-Op,nan,145900.0,3.0,2.0,0.0,1357.0,171.53,30.0,1975.0,211265.60692490757,-65365.606924907566
6377,32.851926,-96.817383,https://www.realtor.com/realestateandhomes-detail/5600-W-Amherst-Ave_Dallas_TX_75209_M75197-17015,Dallas,TX,75209.0,Active,Single Family Home,Traditional,769000.0,3.0,2.0,0.0,2130.0,0.25,40.0,1941.0,381266.70264765166,387733.29735234834
6378,32.715313,-96.793095,https://www.realtor.com/realestateandhomes-detail/2742-Kellogg-Ave_Dallas_TX_75216_M76972-85563,Dallas,TX,75216.0,Pending,Single Family Home,Traditional,75000.0,2.0,1.0,1.0,1053.0,0.15199724517906335,25.0,1979.0,232795.54003085216,-157795.54003085216
6379,32.819497,-96.77828,https://www.realtor.com/realestateandhomes-detail/5339-Richard-Ave_Dallas_TX_75206_M74887-44645,Dallas,TX,75206.0,Active,Single Family Home,Tudor,839000.0,4.0,3.0,1.0,3903.0,0.17199265381083562,40.0,2006.0,701332.7381385615,137667.2618614385
6380,32.831441,-96.667073,https://www.realtor.com/realestateandhomes-detail/2727-San-Marcus-Ave_Dallas_TX_75228_M74167-62588,Dallas,TX,75228.0,Active,Single Family Home,nan,269000.0,3.0,2.0,0.0,1352.0,0.175,40.0,1954.0,227154.2128997881,41845.78710021189
6382,32.829033,-96.81161,https://www.realtor.com/realestateandhomes-detail/4428-Lorraine-Ave_Dallas_TX_75205_M83021-07223,Highland Park,TX,75205.0,Active,Single Family Home,Traditional,5499000.0,5.0,5.0,1.0,7145.0,0.25,40.0,2018.0,2281286.486300352,3217713.513699648
6384,32.569483,-96.871308,https://www.realtor.com/realestateandhomes-detail/710-Cresent-Dr_Desoto_TX_75115_M78657-46516,Desoto,TX,75115.0,Active,Single Family Home,Traditional,149900.0,3.0,2.0,1.0,1515.0,0.10399449035812672,41.0,1987.0,159239.13963159465,-9339.139631594648
6385,32.67077800000001,-96.800874,https://www.realtor.com/realestateandhomes-detail/6231-Bowling-Brook-Dr_Dallas_TX_75241_M71490-35314,Dallas,TX,75241.0,Active,Single Family Home,nan,124900.0,3.0,1.0,1.0,1035.0,0.1640036730945822,40.0,1970.0,131644.54972162104,-6744.549721621035
6386,32.572488,-96.868439,https://www.realtor.com/realestateandhomes-detail/1013-Wentwood-Dr_Desoto_TX_75115_M78447-97278,Desoto,TX,75115.0,Active Option Contract,Single Family Home,Ranch,199900.0,3.0,2.0,0.0,1683.0,0.28,37.0,1994.0,326663.1141157875,-126763.1141157875
6387,32.906828000000004,-96.734076,https://www.realtor.com/realestateandhomes-detail/9463-Timberleaf-Dr_Dallas_TX_75243_M86790-86379,Dallas,TX,75243.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",325000.0,3.0,2.0,1.0,1881.0,0.0820018365472911,40.0,2019.0,543787.5373881031,-218787.53738810308
6388,32.967731,-96.818507,https://www.realtor.com/realestateandhomes-detail/5200-Keller-Springs-Rd-Apt-915_Dallas_TX_75248_M83579-78349,Dallas,TX,75248.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",380000.0,2.0,2.0,0.0,1685.0,7.6,37.0,1981.0,567794.8119835801,-187794.81198358012
6389,32.879557,-96.792579,https://www.realtor.com/realestateandhomes-detail/6514-Walnut-Hill-Ln_Dallas_TX_75230_M75261-34461?ex=TX642406879,Dallas,TX,75230.0,Active,Single Family Home,nan,424900.0,3.0,2.0,0.0,1886.0,0.27,38.0,1950.0,302302.0518799505,122597.94812004949
6390,32.856025,-96.73615799999999,https://www.realtor.com/realestateandhomes-detail/7230-Edgerton-Dr_Dallas_TX_75231_M83649-27668,Dallas,TX,75231.0,Pending,Single Family Home,Traditional,349900.0,3.0,2.0,0.0,1528.0,0.17800734618916436,30.0,1955.0,239991.3427089735,109908.6572910265
6391,32.863335,-96.8477,https://www.realtor.com/realestateandhomes-detail/9408-Green-Terrace-Dr_Dallas_TX_75220_M88968-30059?ex=TX642412939,Dallas,TX,75220.0,Active,Single Family Home,Ranch,519000.0,3.0,2.0,0.0,2530.0,0.23,38.0,2003.0,370295.4025180859,148704.5974819141
6392,32.716842,-96.743414,https://www.realtor.com/realestateandhomes-detail/4812-Fellows-Ln_Dallas_TX_75216_M72883-21406,Dallas,TX,75216.0,Active,Single Family Home,nan,199900.0,4.0,2.0,0.0,2000.0,0.17300275482093663,40.0,2019.0,328270.9511284724,-128370.9511284724
6393,32.930715,-96.619383,https://www.realtor.com/realestateandhomes-detail/1953-Northlake-Dr_Garland_TX_75040_M79703-84727,Garland,TX,75040.0,Active,Single Family Home,"Ranch,Traditional",224992.0,3.0,2.0,0.0,1398.0,0.21400367309458218,44.0,1971.0,277264.9960124821,-52272.996012482094
6394,32.82565,-96.78497800000001,https://www.realtor.com/realestateandhomes-detail/4829-N-Central-Expy_Dallas_TX_75205_M82125-19897,Dallas,TX,75205.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,259000.0,2.0,1.0,1.0,1138.0,1.65,37.0,1957.0,342355.05008046306,-83355.05008046306
6395,32.913834,-96.733498,https://www.realtor.com/realestateandhomes-detail/8550-Fair-Oaks-Xing-Apt-117_Dallas_TX_75243_M76481-52175,Dallas,TX,75243.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,134000.0,2.0,2.0,1.0,1120.0,7.44,37.0,1982.0,364774.755719455,-230774.75571945502
6396,32.847082,-96.765293,https://www.realtor.com/realestateandhomes-detail/5930-Birchbrook-Dr-Apt-205_Dallas_TX_75206_M87055-46268,Dallas,TX,75206.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,185000.0,2.0,2.0,0.0,1059.0,3.19,38.0,1969.0,307749.6505201388,-122749.65052013879
6397,32.682167,-97.010339,https://www.realtor.com/realestateandhomes-detail/3730-Constitution-Dr_Grand-Prairie_TX_75052_M74779-26149,Grand Prairie,TX,75052.0,Active Option Contract,Single Family Home,Traditional,195000.0,3.0,2.0,0.0,1374.0,0.1929981634527089,37.0,1989.0,315460.1818691822,-120460.18186918221
6399,32.599872,-96.95331,https://www.realtor.com/realestateandhomes-detail/319-Bryant-Ln_Cedar-Hill_TX_75104_M71280-82224,Cedar Hill,TX,75104.0,Active,Single Family Home,nan,159600.0,2.0,2.0,0.0,1122.0,0.08298898071625345,38.0,1985.0,388569.8440614222,-228969.84406142222
6400,32.93164,-96.534013,https://www.realtor.com/realestateandhomes-detail/7302-Eton-Dr_Rowlett_TX_75089_M84669-22442,Rowlett,TX,75089.0,Pending,Single Family Home,nan,245000.0,4.0,2.0,0.0,1613.0,0.21799816345270892,37.0,2003.0,252999.06344890318,-7999.06344890318
6401,32.81061500000001,-96.78471,https://www.realtor.com/realestateandhomes-detail/4706-Belmont-Ave_Dallas_TX_75204_M85578-69408,Dallas,TX,75204.0,Pending,Single Family Home,nan,500000.0,4.0,3.0,1.0,2754.0,0.05199724517906336,38.0,2007.0,225406.5237555754,274593.4762444246
6402,32.793789000000004,-96.647779,https://www.realtor.com/realestateandhomes-detail/3228-Eastbrook-Dr_Mesquite_TX_75150_M80269-11567,Mesquite,TX,75150.0,Pending,Single Family Home,Traditional,179500.0,3.0,2.0,0.0,1356.0,0.17800734618916436,37.0,1967.0,220573.54519452027,-41073.545194520266
6403,32.988703,-97.009237,https://www.realtor.com/realestateandhomes-detail/8-Banbury-Rd_Coppell_TX_75019_M80389-72402,Coppell,TX,75019.0,Active,Single Family Home,Traditional,584990.0,4.0,4.0,1.0,3566.0,0.14600550964187328,37.0,2016.0,687971.5533570374,-102981.55335703737
6404,32.982285,-96.892944,https://www.realtor.com/realestateandhomes-detail/2500-Canterbury-Dr_Carrollton_TX_75006_M86226-51924,Carrollton,TX,75006.0,Pending,Single Family Home,Ranch,325000.0,4.0,3.0,0.0,2391.0,0.23,37.0,1970.0,292607.21793940023,32392.78206059977
6405,32.953215,-96.535622,https://www.realtor.com/realestateandhomes-detail/8601-Saint-Andrews-Ln_Rowlett_TX_75089_M86598-02217,Rowlett,TX,75089.0,Active,Single Family Home,"Contemporary,Modern",329000.0,3.0,2.0,1.0,2846.0,0.18799357208448117,38.0,2002.0,577817.1320242988,-248817.13202429877
6407,32.836084,-96.737023,https://www.realtor.com/realestateandhomes-detail/6918-Charade-Dr_Dallas_TX_75214_M86113-98313,Dallas,TX,75214.0,Active,Single Family Home,"Ranch,Traditional",525000.0,3.0,2.0,0.0,1779.0,0.17199265381083562,38.0,1971.0,260839.24128658732,264160.7587134127
6409,32.884775,-96.734785,https://www.realtor.com/realestateandhomes-detail/9169-Vintage-Oaks-Ct_Dallas_TX_75231_M80271-21832,Dallas,TX,75231.0,Active,Single Family Home,Traditional,959000.0,5.0,4.0,0.0,4573.0,0.20300734618916438,37.0,2015.0,700415.4841090436,258584.5158909564
6410,32.810738,-96.803626,https://www.realtor.com/realestateandhomes-detail/3505-Turtle-Creek-Blvd-Apt-11A_Dallas_TX_75219_M80462-62680,Dallas,TX,75219.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,2695000.0,3.0,4.0,1.0,4200.0,2.09,38.0,2000.0,1582157.6305295506,1112842.3694704494
6411,32.873521999999994,-96.811008,https://www.realtor.com/realestateandhomes-detail/5600-Park-Ln_Dallas_TX_75220_M83351-65968,Dallas,TX,75220.0,Active,Single Family Home,Spanish,6950000.0,3.0,3.0,2.0,7469.0,1.0,52.0,2015.0,2530314.050997329,4419685.949002671
6414,32.74572,-96.868064,https://www.realtor.com/realestateandhomes-detail/120-Cliffdale-Ave_Dallas_TX_75211_M84340-72957,Dallas,TX,75211.0,Active,Single Family Home,nan,259900.0,2.0,2.0,0.0,1348.0,0.14898989898989898,38.0,1948.0,340322.64689192583,-80422.64689192583
