,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
356,32.936647,-96.432284,https://www.realtor.com/realestateandhomes-detail/2068-State-Highway-66_Rockwall_TX_75087_M75097-01158,Rockwall,TX,75087.0,Active,Single Family Home,Traditional,325000.0,3.0,2.0,1.0,2325.0,1.01,81.0,2000.0,267222.50373017904,57777.49626982096
357,32.898244,-96.51579,https://www.realtor.com/realestateandhomes-detail/4006-Gulfview-Dr_Rowlett_TX_75088_M74668-91884,Rowlett,TX,75088.0,Active,Single Family Home,"English,Traditional",299000.0,3.0,2.0,1.0,2390.0,0.24,81.0,1999.0,325635.78208339086,-26635.782083390863
358,32.974531,-96.328701,https://www.realtor.com/realestateandhomes-detail/218-S-Bell-St_Royse-City_TX_75189_M77971-74002,Royse City,TX,75189.0,Active,Single Family Home,Traditional,199900.0,2.0,2.0,0.0,1636.0,0.26,81.0,1975.0,321900.7938131644,-122000.7938131644
359,32.818693,-96.423867,https://www.realtor.com/realestateandhomes-detail/281-Cornstalk-Rd_Rockwall_TX_75032_M82576-89613,Rockwall,TX,75032.0,Active,Single Family Home,nan,849900.0,5.0,5.0,2.0,5688.0,5.75,89.0,1985.0,2547424.942516505,-1697524.9425165048
360,32.860652,-96.43640500000001,https://www.realtor.com/realestateandhomes-detail/157-Old-Vineyard-Ln_Rockwall_TX_75032_M74964-15070,Heath,TX,75032.0,Active,Single Family Home,Traditional,839000.0,4.0,4.0,1.0,4883.0,1.0,88.0,2007.0,1289316.8327690563,-450316.8327690563
361,32.949974,-96.384468,https://www.realtor.com/realestateandhomes-detail/302-Blackhaw-Dr_Fate_TX_75087_M71576-48913,Fate,TX,75087.0,Pending,Single Family Home,Traditional,249900.0,3.0,2.0,0.0,2083.0,0.13399908172635444,39.0,2010.0,387156.01127671794,-137256.01127671794
362,32.957793,-96.308063,https://www.realtor.com/realestateandhomes-detail/2429-Llano_Royse-City_TX_75189_M89396-46423,Royse City,TX,75189.0,Active,Single Family Home,Traditional,342393.0,4.0,2.0,0.0,2264.0,0.2,88.0,2018.0,298279.59593128844,44113.40406871156
363,32.961468,-96.469844,https://www.realtor.com/realestateandhomes-detail/2100-Berkdale-Ln_Rockwall_TX_75087_M89593-66620,Rockwall,TX,75087.0,Pending,Single Family Home,Traditional,310000.0,3.0,2.0,0.0,1962.0,0.17899449035812673,38.0,2006.0,352361.41827099,-42361.41827099002
364,32.908678,-96.441303,https://www.realtor.com/realestateandhomes-detail/1595-Cromwell-Ct_Rockwall_TX_75032_M75644-91049,Rockwall,TX,75032.0,Pending,Single Family Home,Colonial,345000.0,3.0,2.0,1.0,2735.0,0.17300275482093663,39.0,2016.0,398029.4315706297,-53029.431570629706
365,32.855807,-96.479622,https://www.realtor.com/realestateandhomes-detail/1216-Smirl-Dr_Heath_TX_75032_M72979-01471,Heath,TX,75032.0,Active,Single Family Home,Ranch,998000.0,4.0,2.0,0.0,1783.0,15.55,81.0,1968.0,206972.39082941844,791027.6091705816
366,32.897341,-96.480328,https://www.realtor.com/realestateandhomes-detail/1872-Huron-Dr_Rockwall_TX_75087_M84744-70583,Rockwall,TX,75087.0,Active,Single Family Home,Mediterranean,385900.0,4.0,2.0,1.0,3334.0,0.17899449035812673,79.0,2007.0,426307.55472229526,-40407.55472229526
367,32.924671000000004,-96.454663,https://www.realtor.com/realestateandhomes-detail/627-E-Boydstun-Ave_Rockwall_TX_75087_M78225-43578,Rockwall,TX,75087.0,Active,Single Family Home,nan,349000.0,3.0,2.0,1.0,2000.0,0.65,82.0,2019.0,255232.9257665648,93767.07423343521
392,32.94923,-96.38359399999999,https://www.realtor.com/realestateandhomes-detail/292-Plum-Tree-Dr_Fate_TX_75087_M70819-64780,Fate,TX,75087.0,Active Contingent,Single Family Home,Traditional,190000.0,3.0,2.0,0.0,2065.0,0.13200183654729108,57.0,2007.0,385672.23198403616,-195672.23198403616
394,32.886578,-96.379389,https://www.realtor.com/realestateandhomes-detail/711-Equestrian-Dr_Rockwall_TX_75032_M86622-35998,Rockwall,TX,75032.0,Pending,Single Family Home,Traditional,475000.0,3.0,3.0,0.0,3135.0,1.02,50.0,2002.0,394794.64123588643,80205.35876411357
395,32.900557,-96.441373,https://www.realtor.com/realestateandhomes-detail/1406-Hickory-Creek-Ln_Rockwall_TX_75032_M78316-22926,Rockwall,TX,75032.0,Active,Single Family Home,Traditional,289000.0,4.0,2.0,1.0,3331.0,0.20399449035812672,54.0,2001.0,437748.69359032053,-148748.69359032053
396,32.891404,-96.456848,https://www.realtor.com/realestateandhomes-detail/116-Maywood_Rockwall_TX_75032_M89178-14758,Rockwall,TX,75032.0,Active,Single Family Home,Traditional,226000.0,3.0,2.0,0.0,1511.0,0.15700183654729108,51.0,2004.0,361502.85172774096,-135502.85172774096
398,32.851626,-96.370018,https://www.realtor.com/realestateandhomes-detail/1518-Pisa-Ct_Rockwall_TX_75032_M75425-23739,McLendon Chisholm,TX,75032.0,Pending,Single Family Home,Traditional,499000.0,5.0,4.0,1.0,4210.0,0.48,51.0,2015.0,750906.174085463,-251906.17408546305
400,32.964787,-96.476093,https://www.realtor.com/realestateandhomes-detail/2790-Beacon-Hill-Dr_Rockwall_TX_75087_M89380-12899,Rockwall,TX,75087.0,Active Contingent,Single Family Home,nan,273000.0,4.0,2.0,0.0,2099.0,0.23,47.0,2004.0,280878.2245213913,-7878.224521391327
401,32.931902,-96.369906,https://www.realtor.com/realestateandhomes-detail/276-Callaghan-Dr_Fate_TX_75189_M89485-78938,Fate,TX,75189.0,Active,Single Family Home,nan,238000.0,3.0,2.0,0.0,1684.0,0.13200183654729108,53.0,2015.0,391360.5101938284,-153360.51019382838
403,32.881331,-96.485387,https://www.realtor.com/realestateandhomes-detail/5707-Southern-Cross-Dr_Rockwall_TX_75032_M87527-21405,Rockwall,TX,75032.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,279900.0,3.0,2.0,1.0,1956.0,0.0820018365472911,50.0,1985.0,449167.4872159797,-169267.48721597972
404,32.899288,-96.47510799999999,https://www.realtor.com/realestateandhomes-detail/3320-Augusta-Blvd_Rockwall_TX_75087_M72170-92341,Rockwall,TX,75087.0,Active,Condo/Townhome/Row Home/Co-Op,nan,274900.0,4.0,3.0,0.0,2084.0,0.09201101928374655,52.0,1980.0,340593.8170212279,-65693.81702122791
405,32.874574,-96.469947,https://www.realtor.com/realestateandhomes-detail/2404-Racheal-Dr_Heath_TX_75032_M74123-88105,Heath,TX,75032.0,Active,Single Family Home,Traditional,659900.0,4.0,3.0,1.0,4109.0,0.45,53.0,2000.0,809084.5709934649,-149184.5709934649
406,32.970849,-96.44905,https://www.realtor.com/realestateandhomes-detail/945-Pleasant-View-Dr_Rockwall_TX_75087_M75732-85812,Rockwall,TX,75087.0,Active,Single Family Home,Traditional,417500.0,4.0,3.0,1.0,3590.0,0.19400826446280992,52.0,2016.0,535324.358065768,-117824.35806576803
407,32.945053,-96.466906,https://www.realtor.com/realestateandhomes-detail/1335-Napa-Dr_Rockwall_TX_75087_M89730-36404,Rockwall,TX,75087.0,Active Contingent,Single Family Home,nan,299900.0,4.0,3.0,1.0,3131.0,0.17699724517906337,50.0,2006.0,400055.6813461981,-100155.68134619808
408,32.931127000000004,-96.37106,https://www.realtor.com/realestateandhomes-detail/212-Oxford-Dr_Fate_TX_75189_M77846-39498,Fate,TX,75189.0,Active,Single Family Home,nan,282000.0,4.0,2.0,1.0,2569.0,0.12601010101010102,55.0,2016.0,181551.20732507954,100448.79267492046
409,32.946825,-96.479505,https://www.realtor.com/realestateandhomes-detail/1920-Hillcroft-Dr_Rockwall_TX_75087_M85276-18298,Rockwall,TX,75087.0,Pending,Single Family Home,Traditional,349500.0,4.0,3.0,1.0,2956.0,0.17100550964187328,58.0,1999.0,338420.0574143372,11079.942585662822
414,32.933531,-96.332654,https://www.realtor.com/realestateandhomes-detail/4034-Lagoon-Pl_Royse-City_TX_75189_M81932-37231,Royse City,TX,75189.0,Pending,Single Family Home,Traditional,294708.0,4.0,3.0,0.0,2290.0,0.13999081726354454,57.0,2019.0,260469.8244849467,34238.1755150533
418,32.829333,-96.483612,https://www.realtor.com/realestateandhomes-detail/20-Lee-Dr_Rockwall_TX_75032_M71382-00340,Heath,TX,75032.0,Active,Single Family Home,nan,261500.0,3.0,2.0,0.0,1904.0,0.89,50.0,1980.0,324457.1996132707,-62957.1996132707
419,32.936407,-96.33458,https://www.realtor.com/realestateandhomes-detail/3049-Estuary-Dr_Royse-City_TX_75189_M73945-90817,Royse City,TX,75189.0,Pending,Single Family Home,nan,315495.0,4.0,3.0,0.0,2780.0,0.05,57.0,2019.0,277523.88225222286,37971.11774777714
425,32.936644,-96.335059,https://www.realtor.com/realestateandhomes-detail/2143-Mossbrook-Dr_Royse-City_TX_75189_M81135-97986,Royse City,TX,75189.0,Active,Single Family Home,Craftsman,232343.0,3.0,2.0,0.0,1651.0,0.125,51.0,2019.0,341817.6250186818,-109474.6250186818
426,32.933493,-96.33282700000001,https://www.realtor.com/realestateandhomes-detail/4030-Lagoon-Pl_Royse-City_TX_75189_M81980-07272,Royse City,TX,75189.0,Pending,Single Family Home,Traditional,286516.0,4.0,3.0,0.0,2075.0,0.15,57.0,2019.0,255234.31226434288,31281.68773565712
428,32.934757,-96.33365400000001,https://www.realtor.com/realestateandhomes-detail/2139-Mossbrook-Dr_Royse-City_TX_75189_M81135-60720,Royse City,TX,75189.0,Active,Single Family Home,Craftsman,226953.0,3.0,2.0,0.0,1459.0,0.125,51.0,2019.0,335643.77561883803,-108690.77561883803
429,32.936653,-96.335067,https://www.realtor.com/realestateandhomes-detail/2111-Mossbrook-Dr_Royse-City_TX_75189_M70964-49979,Royse City,TX,75189.0,Active,Single Family Home,Craftsman,290312.0,4.0,2.0,0.0,2912.0,0.125,51.0,2019.0,317420.2812409505,-27108.281240950513
430,32.904835999999996,-96.510733,https://www.realtor.com/realestateandhomes-detail/9301-Woodlake-Dr_Rowlett_TX_75088_M84370-67500,Rowlett,TX,75088.0,Active,Single Family Home,Traditional,285000.0,4.0,3.0,0.0,2320.0,0.16200642791551884,80.0,1998.0,226287.65006585722,58712.34993414278
432,33.249176,-96.774902,https://www.realtor.com/realestateandhomes-detail/1211-Castle-Dr_Prosper_TX_75078_M79220-27808,Prosper,TX,75078.0,Pending,Single Family Home,nan,458543.0,5.0,4.0,0.0,4246.0,0.31,445.0,2017.0,597735.3918532612,-139192.39185326116
433,33.10908,-96.335997,https://www.realtor.com/realestateandhomes-detail/3266-Fm-547_Farmersville_TX_75442_M89480-28327,Farmersville,TX,75442.0,Active Option Contract,Single Family Home,Traditional,325000.0,3.0,3.0,0.0,2702.0,2.59,380.0,2005.0,252065.59376948397,72934.40623051603
435,33.11042,-96.6219,https://www.realtor.com/realestateandhomes-detail/816-Cascades-Dr_Allen_TX_75002_M70048-20610,Allen,TX,75002.0,Pending,Single Family Home,nan,325000.0,4.0,2.0,0.0,2116.0,0.18000459136822775,478.0,2005.0,274162.90206882404,50837.09793117596
443,32.828906,-96.447182,https://www.realtor.com/realestateandhomes-detail/2-Raven-Cir_Heath_TX_75032_M76065-46080,Heath,TX,75032.0,Active,Single Family Home,Traditional,626900.0,4.0,3.0,0.0,3984.0,0.65,47.0,2006.0,498123.2346105117,128776.76538948831
470,32.936786,-96.431102,https://www.realtor.com/realestateandhomes-detail/2098-State-Highway-66_Rockwall_TX_75087_M87549-28440,Rockwall,TX,75087.0,Active,Single Family Home,Ranch,237777.0,3.0,2.0,1.0,1816.0,0.5,29.0,1975.0,225860.13690571114,11916.863094288856
472,32.944644,-96.382998,https://www.realtor.com/realestateandhomes-detail/328-Chinaberry-Ln_Fate_TX_75087_M85357-73059,Fate,TX,75087.0,Pending,Single Family Home,nan,198800.0,3.0,2.0,0.0,1588.0,0.12601010101010102,32.0,2006.0,365824.6233723242,-167024.62337232422
473,32.97695,-96.349329,https://www.realtor.com/realestateandhomes-detail/325-Wooded-Way_Royse-City_TX_75189_M87518-69516,Royse City,TX,75189.0,Pending,Single Family Home,Traditional,180000.0,3.0,2.0,0.0,1441.0,0.17899449035812673,31.0,2003.0,312029.1757487886,-132029.17574878858
474,32.917999,-96.338219,https://www.realtor.com/realestateandhomes-detail/5745-S-Fm-548_Royse-City_TX_75189_M89733-22120,Royse City,TX,75189.0,Active,Single Family Home,Traditional,412500.0,4.0,2.0,1.0,2904.0,3.3,30.0,2001.0,274072.14672334975,138427.85327665025
477,32.968996000000004,-96.339254,https://www.realtor.com/realestateandhomes-detail/525-Tripp-Trl_Royse-City_TX_75189_M88306-86985,Royse City,TX,75189.0,Active,Single Family Home,Traditional,294900.0,4.0,2.0,1.0,4001.0,0.17300275482093663,31.0,2003.0,563825.8013800322,-268925.8013800322
478,32.941796999999994,-96.445601,https://www.realtor.com/realestateandhomes-detail/1233-Blue-Brook-Dr_Rockwall_TX_75087_M75356-28991,Rockwall,TX,75087.0,Active,Single Family Home,Traditional,275000.0,4.0,2.0,1.0,2608.0,0.19800275482093663,29.0,2009.0,227900.98091136845,47099.019088631554
479,32.835896000000005,-96.461453,https://www.realtor.com/realestateandhomes-detail/127-Stoneleigh-Dr_Heath_TX_75032_M81090-95871,Heath,TX,75032.0,Active,Single Family Home,Traditional,625000.0,4.0,3.0,0.0,4118.0,0.72,30.0,2003.0,544304.5840982163,80695.41590178374
480,32.857101,-96.461888,https://www.realtor.com/realestateandhomes-detail/513-Shadow-Wood-Ln_Heath_TX_75032_M88713-99031,Heath,TX,75032.0,Active,Single Family Home,"Contemporary,Modern",685000.0,4.0,4.0,1.0,3420.0,0.55,29.0,2018.0,958789.8941149488,-273789.8941149488
481,32.858333,-96.462981,https://www.realtor.com/realestateandhomes-detail/704-Wilford-Way_Rockwall_TX_75032_M86203-56751,Heath,TX,75032.0,Active,Single Family Home,Traditional,639000.0,4.0,3.0,1.0,3608.0,1.31,30.0,2012.0,547666.7068982373,91333.29310176265
483,32.833842,-96.442244,https://www.realtor.com/realestateandhomes-detail/109-Falcon-Point-Dr_Rockwall_TX_75032_M70908-34074,Heath,TX,75032.0,Active,Single Family Home,"Contemporary,Modern",929999.0,5.0,4.0,0.0,4258.0,1.11,31.0,2017.0,857096.886937379,72902.11306262098
484,32.957683,-96.460364,https://www.realtor.com/realestateandhomes-detail/576-Featherstone-Dr_Rockwall_TX_75087_M78083-82520,Rockwall,TX,75087.0,Active Option Contract,Single Family Home,Traditional,559000.0,5.0,4.0,1.0,4583.0,0.23,31.0,2013.0,963688.1347230288,-404688.13472302875
485,32.954668,-96.462578,https://www.realtor.com/realestateandhomes-detail/514-Summer-Oaks-Dr_Rockwall_TX_75087_M82834-42151,Rockwall,TX,75087.0,Active,Single Family Home,nan,603990.0,4.0,4.0,0.0,3801.0,0.5,31.0,2018.0,523991.7593396675,79998.24066033249
487,32.955125,-96.308401,https://www.realtor.com/realestateandhomes-detail/2372-Llano-Dr_Royse-City_TX_75189_M82827-71364,Royse City,TX,75189.0,Active,Single Family Home,nan,337930.0,3.0,3.0,0.0,2682.0,0.2,31.0,2019.0,376443.2446693048,-38513.24466930481
490,32.956717,-96.308263,https://www.realtor.com/realestateandhomes-detail/2368-Llano-Dr_Royse-City_TX_75189_M82851-56384,Royse City,TX,75189.0,Active,Single Family Home,nan,357940.0,4.0,2.0,1.0,2988.0,0.2,31.0,2019.0,259207.97499754632,98732.02500245368
503,33.321224,-96.797619,https://www.realtor.com/realestateandhomes-detail/1113-Ash-St_Celina_TX_75009_M79604-04208,Celina,TX,75009.0,Pending,Single Family Home,Traditional,329990.0,4.0,3.0,0.0,2510.0,0.2,466.0,2017.0,267830.21659963136,62159.783400368644
504,33.349711,-96.56334100000001,https://www.realtor.com/realestateandhomes-detail/212-Birdbrook-Dr_Anna_TX_75409_M74238-75247,Anna,TX,75409.0,Pending,Single Family Home,nan,255000.0,5.0,3.0,1.0,3118.0,0.13999081726354454,317.0,2006.0,333181.8790430698,-78181.87904306978
505,33.167447,-96.746142,https://www.realtor.com/realestateandhomes-detail/14920-Ireland-Ln_Frisco_TX_75035_M77067-12746,Frisco,TX,75035.0,Active Contingent,Single Family Home,Traditional,545000.0,5.0,5.0,1.0,4207.0,0.19699265381083564,310.0,2010.0,1234775.0282575004,-689775.0282575004
507,33.112263,-96.707356,https://www.realtor.com/realestateandhomes-detail/1006-Wimberly-Ct_Allen_TX_75013_M79404-05942,Allen,TX,75013.0,Pending,Single Family Home,Traditional,795000.0,5.0,4.0,1.0,4691.0,0.55,298.0,2000.0,1142371.522093753,-347371.5220937531
509,33.245323,-96.796486,https://www.realtor.com/realestateandhomes-detail/681-Sibyl-Ln_Prosper_TX_75078_M85428-10696,Prosper,TX,75078.0,Active,Single Family Home,Traditional,499000.0,3.0,3.0,0.0,2865.0,0.29,303.0,2017.0,374670.02342304756,124329.97657695244
510,33.197534000000005,-96.795194,https://www.realtor.com/realestateandhomes-detail/9924-Corinth-Ln_Frisco_TX_75035_M85421-58159,Frisco,TX,75035.0,Pending,Single Family Home,nan,359900.0,4.0,2.0,1.0,2323.0,0.17100550964187328,298.0,2015.0,193369.34552708676,166530.65447291324
511,33.243784999999995,-96.741256,https://www.realtor.com/realestateandhomes-detail/6604-Preston-Country-Ln_Prosper_TX_75078_M79500-76408,Prosper,TX,75078.0,Active,Single Family Home,Traditional,2100000.0,7.0,6.0,0.0,6070.0,6.54,298.0,2017.0,1689874.2466170103,410125.7533829897
515,33.271954,-96.741584,https://www.realtor.com/realestateandhomes-detail/2713-Maverick_Celina_TX_75009_M75073-18398,Celina,TX,75009.0,Active,Single Family Home,nan,544990.0,5.0,4.0,1.0,3895.0,0.25,313.0,2018.0,797978.828501233,-252988.82850123302
517,33.278248,-96.611204,https://www.realtor.com/realestateandhomes-detail/7500-Clear-Rapids-Dr_McKinney_TX_75071_M89527-41688,McKinney,TX,75071.0,Active,Single Family Home,nan,599990.0,5.0,3.0,1.0,4424.0,0.21499081726354455,314.0,2016.0,772593.7386650594,-172603.73866505944
518,33.075052,-96.759722,https://www.realtor.com/realestateandhomes-detail/3417-Leigh-Ct_Plano_TX_75025_M84396-96446,Plano,TX,75025.0,Pending,Single Family Home,Traditional,669000.0,5.0,4.0,1.0,5272.0,0.31,297.0,1986.0,1497925.3855001857,-828925.3855001857
519,33.226132,-96.690651,https://www.realtor.com/realestateandhomes-detail/2428-Rotherham-Cir_McKinney_TX_75071_M79718-44853,McKinney,TX,75071.0,Active,Single Family Home,nan,433490.0,3.0,3.0,1.0,3012.0,0.18000459136822775,309.0,2018.0,423476.2725163922,10013.727483607829
520,32.983893,-96.546472,https://www.realtor.com/realestateandhomes-detail/108-Autumn-Sage-Dr_Wylie_TX_75098_M89315-37366,Wylie,TX,75098.0,Pending,Single Family Home,nan,417195.0,5.0,4.0,0.0,3655.0,0.16499081726354453,316.0,2018.0,518311.570459733,-101116.57045973302
522,33.252396999999995,-96.80399,https://www.realtor.com/realestateandhomes-detail/240-Timber-Ridge-Rd_Prosper_TX_75078_M73138-59518,Prosper,TX,75078.0,Active,Single Family Home,Traditional,432990.0,4.0,3.0,0.0,3041.0,0.2070018365472911,311.0,2019.0,314915.5769670325,118074.42303296749
524,33.087314,-96.695963,https://www.realtor.com/realestateandhomes-detail/900-Brett-Dr_Allen_TX_75013_M78731-27371,Allen,TX,75013.0,Active,Single Family Home,nan,999000.0,5.0,5.0,2.0,5350.0,0.34,305.0,2018.0,2054882.7988245245,-1055882.7988245245
526,33.226199,-96.758382,https://www.realtor.com/realestateandhomes-detail/840-Manchester-Ave_Prosper_TX_75078_M87118-19968,Prosper,TX,75078.0,Active,Single Family Home,Traditional,494087.0,4.0,4.0,1.0,3554.0,0.16000918273645545,295.0,2018.0,745406.203207311,-251319.203207311
528,33.256192,-96.439127,https://www.realtor.com/realestateandhomes-detail/7969-Fm-1377_Blue-Ridge_TX_75424_M83439-59627,Blue Ridge,TX,75424.0,Active,Farms/Ranches,Traditional,1950000.0,3.0,2.0,1.0,3005.0,157.72,305.0,2002.0,700135.4063026699,1249864.59369733
531,32.989293,-96.817143,https://www.realtor.com/realestateandhomes-detail/5608-Stone-Cliff-Ct_Dallas_TX_75287_M73848-30750,Dallas,TX,75287.0,Active,Single Family Home,"Contemporary,Modern",1950000.0,5.0,5.0,2.0,8350.0,0.3,302.0,1995.0,4054311.4720155876,-2104311.4720155876
541,32.881259,-96.48033,https://www.realtor.com/realestateandhomes-detail/304-Shamrock-Cir_Rockwall_TX_75032_M82274-80172,Rockwall,TX,75032.0,Active Option Contract,Single Family Home,"French,Mediterranean",290000.0,6.0,4.0,1.0,5000.0,0.12300275482093664,222.0,2018.0,1203222.352022106,-913222.3520221061
542,32.968367,-96.308604,https://www.realtor.com/realestateandhomes-detail/403-Jasmine_Royse-City_TX_75189_M81397-66229,Royse City,TX,75189.0,Pending,Single Family Home,Traditional,274820.0,3.0,2.0,0.0,2039.0,0.18999081726354453,221.0,2018.0,331147.75974307605,-56327.75974307605
543,32.948055,-96.442767,https://www.realtor.com/realestateandhomes-detail/1518-Chesapeake-Dr_Rockwall_TX_75087_M75603-91796,Rockwall,TX,75087.0,Pending,Single Family Home,Traditional,310000.0,4.0,2.0,0.0,2419.0,0.19400826446280992,194.0,2016.0,291667.9500638539,18332.049936146126
546,32.847586,-96.369884,https://www.realtor.com/realestateandhomes-detail/1357-Arezzo-Ln_Rockwall_TX_75032_M77304-73557,McLendon Chisholm,TX,75032.0,Pending,Single Family Home,Traditional,510604.0,4.0,4.0,1.0,4299.0,0.25,294.0,2018.0,891134.3510158082,-380530.3510158082
547,32.886837,-96.479159,https://www.realtor.com/realestateandhomes-detail/2112-Portofino-Dr_Rockwall_TX_75032_M75852-94863,Rockwall,TX,75032.0,Pending,Condo/Townhome/Row Home/Co-Op,Mediterranean,425000.0,3.0,2.0,1.0,1748.0,0.0820018365472911,193.0,2008.0,290331.06827689754,134668.93172310246
